title,brand,price,description,material,size,color,availability,url,img_url,scraped_at
alunicorn zoe pants fern pants wanita,Alunicorn,165000,"Zoe Pants

Zoe Pants merupakan pants / celana  berbahan scuba handmade sehingga lembut, stretchy, flowly dan nyaman. Bagian pinggang full karet sehingga tidak perlu takut kekecilan. Design spesial terdapat garis belahan di bagian pinggir celana serta dibuat model wide-leg membuat penampilan terlihat lebih jenjang. Cocok dipakai di acara santai maupun acara semi-formal.

Tersedia 6 Warna:

1. Sand

2. Broken White

3. Fern

4. Browny

5. Black

6. Tortilla

Size Chart
Size                       : A (S-M) / B (L-XL)
Panjang Celana     : 100 cm / 102 cm
Lingkar Pinggang : 64-90 cm / 70-96 cm
Lingkar Pinggul    : 88 cm / 92 cm
Lingkar Paha         : 55 cm / 58 cm

Happy Shopping dear ^^","Berat (dalam gram, max. 6000, 3-4 item Atasan berkisar 1 kg):",B (L-XL),Fern,Belanja Sekarang,https://www.hijup.com/id/pants/131308-alunicorn-zoe-pants-fern-pants-wanita,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/710432/big_fern_1.png,2024-12-27
alunicorn zoe pants broken white pants wanita,Alunicorn,165000,"Zoe Pants

Zoe Pants merupakan pants / celana  berbahan scuba handmade sehingga lembut, stretchy, flowly dan nyaman. Bagian pinggang full karet sehingga tidak perlu takut kekecilan. Design spesial terdapat garis belahan di bagian pinggir celana serta dibuat model wide-leg membuat penampilan terlihat lebih jenjang. Cocok dipakai di acara santai maupun acara semi-formal.

Tersedia 6 Warna:

1. Sand

2. Broken White

3. Fern

4. Browny

5. Black

6. Tortilla

Size Chart
Size                       : A (S-M) / B (L-XL)
Panjang Celana     : 100 cm / 102 cm
Lingkar Pinggang : 64-90 cm / 70-96 cm
Lingkar Pinggul    : 88 cm / 92 cm
Lingkar Paha         : 55 cm / 58 cm

Happy Shopping dear ^^","Berat (dalam gram, max. 6000, 3-4 item Atasan berkisar 1 kg):",B (L-XL),Broken White,Belanja Sekarang,https://www.hijup.com/id/pants/131307-alunicorn-zoe-pants-broken-white-pants-wanita,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/710430/big_broken_wihte_1.png,2024-12-27
alunicorn roco pants army,Alunicorn,165000,"Bermaterial Bobble yang lembut dan stretch. Cuttingan celana Cutbray dengan desain spesial terdapat garis belahan di bagian tengah celana yang bisa membuat kakimu terlihat lebih jenjang. Terdapat karet pinggang di bagian belakang pastinya nyaman dan mudah digunakan. Roco Pants memiliki warna-warna yang cocok digunakan kemanapun bisa untuk kerja atau hangout.

Materials

Bobble","Berat (dalam gram, max. 6000, 3-4 item Atasan berkisar 1 kg):",B (L-XL),Army,Belanja Sekarang,https://www.hijup.com/id/pants/131447-alunicorn-roco-pants-army,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/712104/big_Artboard_23.png,2024-12-27
alunicorn kai pants pants wanita knit rajut simple taupe,Alunicorn,189000,"Kai Knit Pants 

Kai Pants merupakan celana berbahan knit premium yang handmade sehingga lembut, stretchy, flowy dan nyaman. Memiliki pinggang full karet sehingga tidak perlu takut kekecilan. Cuttingannya dibuat wide leg sehingga memberi efek jenjang, cocok digunakan di acara santai maupun semi formal.


Size Chart :

A/B

Panjang Celana               : 100/100

Lingkar Pinggang            : 60/64

Lingkar Pinggul                : 82/84

Lingkar Paha                    : 52/54


Warna : Teal (Hijau tosca), Deep Taupe, Charcoal, Brown Sugar, Jade Black, Simple Taupe, Pumpkin (orange), Deep Pink, Off White, Forest Green.


Notes :

Kemungkinan perbedaan sedikit warna antara barang yang difoto dan barang aslinya, dikarenakan faktor cahaya dan setting layar tampilan Anda, atau flash kamera. 


Instruksi Perawatan :

Jangan gunakan pemutih

Jangan dicuci di mesin cuci

Setrika dengan panas rendah","Berat (dalam gram, max. 6000, 3-4 item Atasan berkisar 1 kg):",B (L-XL),Simple Taupe,Belanja Sekarang,https://www.hijup.com/id/pants/126663-alunicorn-kai-pants-pants-wanita-knit-rajut-simple-taupe,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/686262/big_FOTO_PRODUK_WEB_4.png,2024-12-27
longpant baggy twill tina coklat olive,LEZAHRASIGNATURE,179850,"Jenis tipe celana panjang yang dapat sangat kamu andalkan
baik untuk digunakan untuk kegiatan sehari2, ngantor/meeting atau acara hangout.",- Celana panjang baggy,XXL /9115.JO,Coklat Olive,Buy Now,https://www.hijup.com/en/pants/92934-longpant-baggy-twill-tina-coklat-olive,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/499893/big_HJP_CKO4.jpg,2024-12-27
,,177500,,,,,Sold Out,https://www.hijup.com/en/categories/pants?product_search%5Bpage%5D=4,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/749641/smaller_26806-338800.jpg,2024-12-27
basic pleated palazzo,HIJUP BASIC,124830,Koleksi terbaru Basic Pleated Palazzo dari HIJUP BASIC,Cotton poly,S/M,Grey,Belanja Sekarang,https://www.hijup.com/id/pants/119775-basic-pleated-palazzo,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/667183/big_296495.jpg,2024-12-27
signature milva pants 701 52704 80,Exit Signature,289950,"- Pants dengan casual look 
- Warna Brown 
- High rise 
- Material tidak transparan 
- Motif polos 
- Regular Fit 
- Bahan Kain Katun Poli Spandek yang ringan dan nyaman dipakai Lihat detail ukuran sebelum membeli - Warna pada gambar dapat sedikit berbeda dengan warna asli produk akibat pencahayaan saat proses photoshoot.

Size Spec 
S : (Lingkar pinggang 68cm x Panjang celana 97cm) 
M : (Lingkar pinggang 72cm x Panjang celana 98cm) 
L : (Lingkar pinggang 76cm x Panjang celana 99cm) 
XL : (Lingkar pinggang 80cmxPanjang celana 100cm) 
XXL : (Lingkar pinggang 84cm xPanjang celana 101cm)",Kain Katun Poli Spandek,XXL,Khaky,Belanja Sekarang,https://www.hijup.com/id/pants/140819-signature-milva-pants-701-52704-80,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/765830/big_DSC09970.jpg,2024-12-27
basic leisure sweatpants,HIJUP BASIC,92220,Basic Leisure Sweatpants dari HIJUP BASIC. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,Baby terry,S/M,Latte,Belanja Sekarang,https://www.hijup.com/id/pants/84880-basic-leisure-sweatpants,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/459453/big_210707.jpg,2024-12-27
pn 2416 pamela pants,Club Solitaire,175000,PN 2416 Pamela Pants dari Club Solitaire. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,polyester wool,All Size,Bw,Belanja Sekarang,https://www.hijup.com/id/pants/132937-pn-2416-pamela-pants,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/721660/big_327066.jpg,2024-12-27
,,175000,,,,,Sold Out,https://www.hijup.com/id/categories/celana?product_search%5Bpage%5D=6,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/749599/smaller_26806-338805.jpg,2024-12-27
kulot katun ashley black,LEZAHRASIGNATURE,149850,Kulot Katun Ashley dari LEZAHRASIGNATURE. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,- Celana kulot,L /708.BYL,Black,Belanja Sekarang,https://www.hijup.com/id/pants/101459-kulot-katun-ashley-black,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/547144/big_HJP_BLK7.jpg,2024-12-27
kulot katun ashley light grey,LEZAHRASIGNATURE,149850,Kulot Katun Ashley dari LEZAHRASIGNATURE. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,- Celana kulot,M /708.BYL,Light Grey,Belanja Sekarang,https://www.hijup.com/id/pants/101460-kulot-katun-ashley-light-grey,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/547150/big_HJP_LGRY5.jpg,2024-12-27
polly pants,Morning Sunshine,250000,Tampil simply chic dengan Morning Sunshine Polly Pants. Celana panjang dengan aplikasi ruffle dan siluet straight fit.,Katun,M,Navy,Belanja Sekarang,https://www.hijup.com/id/pants/50016-polly-pants,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/243265/big_v1-227-50016-92904-16187-46-124003-2.jpg,2024-12-27
signature milva pants 701 52704 80,Exit Signature,289950,"- Pants dengan casual look 
- Warna Brown 
- High rise 
- Material tidak transparan 
- Motif polos 
- Regular Fit 
- Bahan Kain Katun Poli Spandek yang ringan dan nyaman dipakai Lihat detail ukuran sebelum membeli 
- Warna pada gambar dapat sedikit berbeda dengan warna asli produk akibat pencahayaan saat proses photoshoot.

Size Spec 
S : (Lingkar pinggang 68cm x Panjang celana 97cm) 
M : (Lingkar pinggang 72cm x Panjang celana 98cm) 
L : (Lingkar pinggang 76cm x Panjang celana 99cm) 
XL : (Lingkar pinggang 80cmxPanjang celana 100cm) 
XXL : (Lingkar pinggang 84cm xPanjang celana 101cm)",Kain Katun Poli Spandek,XXL,Khaky,Belanja Sekarang,https://www.hijup.com/id/pants/140851-signature-milva-pants-701-52704-80,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/765907/big_DSC09970.jpg,2024-12-27
longpant baggy twill tina beige,LEZAHRASIGNATURE,179850,"Jenis tipe celana panjang yang dapat sangat kamu andalkan
baik untuk digunakan untuk kegiatan sehari2, ngantor/meeting atau acara hangout.",- Celana panjang baggy,M /9115.JO,Beige,Buy Now,https://www.hijup.com/en/pants/92932-longpant-baggy-twill-tina-beige,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/499887/big_HJP_BEI_4.jpg,2024-12-27
signature nera pants 701 52689 15,Exit Signature,289950,"- Pants dengan casual look 
- Warna Cream muda 
- High rise 
- Motif garis 
- Regular Fit 
- Detail Belt Loops 
- Bahan Kain Rami yang ringan dan nyaman dipakai 
- Material tidak transparan Lihat detail ukuran sebelum membeli 
- Warna pada gambar dapat sedikit berbeda dengan warna asli produk akibat pencahayaan saat proses photoshoot.

Size Spec 
S : (Lingkar pinggang 68cm x Panjang celana 97cm) 
M : (Lingkar pinggang 72cm x Panjang celana 98cm) 
L : (Lingkar pinggang 76cm x Panjang celana 99cm) 
XL : (Lingkar pinggang 80cmxPanjang celana 100cm) 
XXL : (Lingkar pinggang 84cm xPanjang celana 101cm)",Kain Rami Yarn Dyed Dobby,XXL,Beige,Belanja Sekarang,https://www.hijup.com/id/pants/140836-signature-nera-pants-701-52689-15,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/765852/big_DSC00149.jpg,2024-12-27
,,298000,,,,,Sold Out,https://www.hijup.com/id/categories/celana?product_search%5Bpage%5D=8,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/736651/smaller_DSC05945.jpg,2024-12-27
pn 2118 mayumi pants,Club Solitaire,177500,PN 2118 Mayumi Pants dari Club Solitaire. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,polyester twist,All Size,Grey,Belanja Sekarang,https://www.hijup.com/id/pants/137395-pn-2118-mayumi-pants,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/749882/big_26806-338801.jpg,2024-12-27
kulot akita,Vio Murdina,135000,Kulot Akita dari Vio Murdina. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,Linen,,Yellow Stripe,Belanja Sekarang,https://www.hijup.com/id/pants/99835-kulot-akita,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/572266/big_Akita_yellow.jpg,2024-12-27
kulot office bianca black,LEZAHRASIGNATURE,269000,Kulot Office Bianca Black dari LEZAHRASIGNATURE. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,- Celana kulot lebar,,Black,Belanja Sekarang,https://www.hijup.com/id/pants/101189-kulot-office-bianca-black,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/545855/big_HJP_BLK.jpg,2024-12-27
naya sweatpants celana kargo babyterry,LEZAHRASIGNATURE,239000,Naya Sweatpants (Celana Kargo Babyterry) dari LEZAHRASIGNATURE. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,Soft Babyterry,XXL /2382CL,Abu - Abu,Buy Now,https://www.hijup.com/en/pants/141020-naya-sweatpants-celana-kargo-babyterry,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/766584/big_IMG_3844.JPG,2024-12-27
,,149850,,,,,Sold Out,https://www.hijup.com/id/categories/celana?product_search%5Bpage%5D=7,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/547150/smaller_HJP_LGRY5.jpg,2024-12-27
kulot office bianca brown,LEZAHRASIGNATURE,269000,Kulot Office Bianca Brown dari LEZAHRASIGNATURE. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,Poliester Spandex,,Brown,Belanja Sekarang,https://www.hijup.com/id/pants/101219-kulot-office-bianca-brown,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/545892/big_HJP_BRW.jpg,2024-12-27
meccanism estelle pants,Meccanism,269900,"Celana  panjang model high waist dengan pinggang karet
Terdapat saku pada bagian kanan dan kiri celana serta belahan dibagian bawah",Kaos Texture (lebih tebal),,HITAM,Belanja Sekarang,https://www.hijup.com/id/pants/93962-meccanism-estelle-pants,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/505282/big_WhatsApp_Image_2022-03-24_at_15.47.27__13_.jpeg,2024-12-27
meccanism fujiko pants,Meccanism,299900,"Celana panjang high waist dengan menggunakan resleting
Terdapat tali dan saku pad abagian kanan kiri celana",Ottoman Stretch,,DEEP NAVY,Belanja Sekarang,https://www.hijup.com/id/pants/94226-meccanism-fujiko-pants,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/507267/big_WhatsApp_Image_2022-03-24_at_15.41.55__12_.jpeg,2024-12-27
bundle 3 pcs mix babyterry bottom,LEZAHRASIGNATURE,573600,Bundle 3 Pcs Mix Babyterry Bottom,- Kulot 1: Kulot Daily Babyterry (polos),,Black Only (Kulot- Jogger-Longpant),Buy Now,https://www.hijup.com/en/pants/76523-bundle-3-pcs-mix-babyterry-bottom,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/410351/big_HJP_BLK.jpg,2024-12-27
,,239000,,,,,Sold Out,https://www.hijup.com/id/categories/celana?product_search%5Bpage%5D=9,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/485507/smaller_v1-273-87486-154792-24311-46-216740.JPG,2024-12-27
bundle 3 pcs longpant denim daily 01,LEZAHRASIGNATURE,594000,Bundle 3 Pcs Longpant Denim Daily isi:,Longpant 1 : Dark Blue,,Dark Blue/ Light Blue/ Black,Buy Now,https://www.hijup.com/en/pants/93221-bundle-3-pcs-longpant-denim-daily-01,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/501667/big_DB.jpg,2024-12-27
kulot jeans baggy mila,LEZAHRASIGNATURE,269000,Kulot Jeans Baggy Mila dari LEZAHRASIGNATURE. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,Denim Non Strech,,Black,Buy Now,https://www.hijup.com/en/pants/103172-kulot-jeans-baggy-mila,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/558405/big_HJP_BLK.jpg,2024-12-27
longpant elvina dark brown,LEZAHRASIGNATURE,269000,Longpant Elvina koleksi Zahra Signature.,- Celana panjang.,,Dark Brown,Belanja Sekarang,https://www.hijup.com/id/pants/94760-longpant-elvina-dark-brown,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/508608/big_HJP_DBRW_3.jpg,2024-12-27
buy 1 get 1 free longpant irma,LEZAHRASIGNATURE,316800,"Produk ini berisi 2 variasi warna Longpant Irma, ",- Celana panjang berbahan ringan dan lembut.,,Brown - Light Grey,Buy Now,https://www.hijup.com/en/pants/112759-buy-1-get-1-free-longpant-irma,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/617501/big_HJP_LBRW4.jpg,2024-12-27
buy 1 get 1 free longpant irma,LEZAHRASIGNATURE,316800,"Produk ini berisi 2 variasi warna Longpant Irma, ",- Celana panjang berbahan ringan dan lembut.,,Brown - Light Grey,Belanja Sekarang,https://www.hijup.com/id/pants/112759-buy-1-get-1-free-longpant-irma,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/617501/big_HJP_LBRW4.jpg,2024-12-27
bundle 3 pcs longpant denim daily 01,LEZAHRASIGNATURE,594000,Bundle 3 Pcs Longpant Denim Daily isi:,Longpant 1 : Dark Blue,,Dark Blue/ Light Blue/ Black,Belanja Sekarang,https://www.hijup.com/id/pants/93221-bundle-3-pcs-longpant-denim-daily-01,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/501667/big_DB.jpg,2024-12-27
kulot jeans baggy mila,LEZAHRASIGNATURE,269000,Kulot Jeans Baggy Mila dari LEZAHRASIGNATURE. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,Denim Non Strech,,Black,Belanja Sekarang,https://www.hijup.com/id/pants/103172-kulot-jeans-baggy-mila,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/558405/big_HJP_BLK.jpg,2024-12-27
daily track pants hitam,LEZAHRASIGNATURE,399000,Daily Track Pants - HITAM dari LEZAHRASIGNATURE. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,Parasut (Furing Semata Kaki),XL /2379.CL,Black,Belanja Sekarang,https://www.hijup.com/id/pants/141094-daily-track-pants-hitam,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/767166/big_IMG_4572.JPG,2024-12-27
signature lisania pants 787 52284 19,Exit Signature,549900,"- Cargo pants dengan casual look
- Warna Putih 
- High rise 
- Motif polos 
- Terdapat kantung bagian samping
- Regular Fit 
- Bahan Kain TC SLub  yang ringan dan nyaman dipakai 
- Material tidak transparan
- Tinggi model 170cm, lingkar pinggang 60cm, mengenakan ukuran M

Lihat detail ukuran sebelum membeli
- Warna pada gambar dapat sedikit berbeda dengan warna asli produk akibat pencahayaan
 saat proses photoshoot.


Size Spec
S : (Lingkar pinggang 68cm x Panjang celana 94cmx Lingkar Panggul 96cm)
M : (Lingkar pinggang 72cm x Panjang celana 95cm x Lingkar Panggul 100cm)
L : (Lingkar pinggang 76cm x Panjang celana 96cm x Lingkar Panggul 104cm)
XL : (Lingkar pinggang 80cm x Panjang celana 97cm x Lingkar Panggul 108cm)
XXL : (Lingkar pinggang 84cm x Panjang celana 98cm x Lingkar Panggul 112cm)",Kain Tc SLub,,whte,Buy Now,https://www.hijup.com/en/pants/135873-signature-lisania-pants-787-52284-19,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/736651/big_DSC05945.jpg,2024-12-27
defect sale longpant twill hilda,LEZAHRASIGNATURE,298000,ABU TUA (XXL) TERDAPAT BS JAHITAN DI BAGIAN BAWAH PERGELANGAN KAKI SEBELAH KANAN , ABU TUA (XL) TERDAPAT NODA DIBAGIAN DEPAN!! TIDAK ADA BOLONG DAN JAHITAN RAPIH!!,,Dark Grey (NODA),Buy Now,https://www.hijup.com/en/pants/101536-defect-sale-longpant-twill-hilda,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/547679/big_ABT.jpg,2024-12-27
bundle 3 pcs mix babyterry bottom,LEZAHRASIGNATURE,573600,Bundle 3 Pcs Mix Babyterry Bottom,- Kulot 1: Kulot Daily Babyterry (polos),,Black Only (Kulot- Jogger-Longpant),Belanja Sekarang,https://www.hijup.com/id/pants/76523-bundle-3-pcs-mix-babyterry-bottom,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/410351/big_HJP_BLK.jpg,2024-12-27
defect sale longpant twill hilda,LEZAHRASIGNATURE,298000,ABU TUA (XXL) TERDAPAT BS JAHITAN DI BAGIAN BAWAH PERGELANGAN KAKI SEBELAH KANAN , ABU TUA (XL) TERDAPAT NODA DIBAGIAN DEPAN!! TIDAK ADA BOLONG DAN JAHITAN RAPIH!!,,Dark Grey (NODA),Belanja Sekarang,https://www.hijup.com/id/pants/101536-defect-sale-longpant-twill-hilda,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/547679/big_ABT.jpg,2024-12-27
button skirt rok jeans basic,LEZAHRASIGNATURE,218950,Button Skirt (Rok Jeans Basic) dari LEZAHRASIGNATURE. Koleksi Skirt muslim terbaru dengan material yang nyaman dikenakan.,Denim Non Strech,All Size /9026IN,Dark Blue,Belanja Sekarang,https://www.hijup.com/id/skirt/139326-button-skirt-rok-jeans-basic,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/758918/big_LS_DNM_2_BUTTON.jpg,2024-12-27
kulot spandex wilona white,LEZAHRASIGNATURE,299000,Kulot Spandex Wilona dari LEZAHRASIGNATURE. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,- Celana kulot spandex lebar,,White,Belanja Sekarang,https://www.hijup.com/id/pants/106714-kulot-spandex-wilona-white,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/663850/big_HJP_WILONA_WHT.jpg,2024-12-27
,,349000,,,,,Sold Out,https://www.hijup.com/en/products/new-arrival?product_search%5Bpage%5D=5,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/687620/smaller_HJP_NPNK.jpg,2024-12-27
khanum knit pants oat,Benang Jarum,575000,Khanum Knit Pants - Oat dari Benang Jarum. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,"51% Viscose, 29% Polyester, 20% Nylon
",,Oat,Belanja Sekarang,https://www.hijup.com/id/pants/123071-khanum-knit-pants-oat,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/674809/big_Khanum_Knit_Pants_-_Oat.jpg,2024-12-27
signature lisania pants 787 52284 19,Exit Signature,549900,"- Cargo pants dengan casual look
- Warna Putih 
- High rise 
- Motif polos 
- Terdapat kantung bagian samping
- Regular Fit 
- Bahan Kain TC SLub  yang ringan dan nyaman dipakai 
- Material tidak transparan
- Tinggi model 170cm, lingkar pinggang 60cm, mengenakan ukuran M

Lihat detail ukuran sebelum membeli
- Warna pada gambar dapat sedikit berbeda dengan warna asli produk akibat pencahayaan
 saat proses photoshoot.


Size Spec
S : (Lingkar pinggang 68cm x Panjang celana 94cmx Lingkar Panggul 96cm)
M : (Lingkar pinggang 72cm x Panjang celana 95cm x Lingkar Panggul 100cm)
L : (Lingkar pinggang 76cm x Panjang celana 96cm x Lingkar Panggul 104cm)
XL : (Lingkar pinggang 80cm x Panjang celana 97cm x Lingkar Panggul 108cm)
XXL : (Lingkar pinggang 84cm x Panjang celana 98cm x Lingkar Panggul 112cm)",Kain Tc SLub,,whte,Belanja Sekarang,https://www.hijup.com/id/pants/135873-signature-lisania-pants-787-52284-19,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/736651/big_DSC05945.jpg,2024-12-27
daily track pants army,LEZAHRASIGNATURE,399000,Daily Track Pants - ARMY dari LEZAHRASIGNATURE. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,Parasut (Furing Dalam Semata kaki),XL /2379CL,Olive,Belanja Sekarang,https://www.hijup.com/id/pants/141095-daily-track-pants-army,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/767173/big_IMG_4580.JPG,2024-12-27
kulot wanda,LEZAHRASIGNATURE,269000,Kulot Wanda Black dari LEZAHRASIGNATURE. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,Spandex,,Brown,Belanja Sekarang,https://www.hijup.com/id/pants/108903-kulot-wanda,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/605774/big_HJP_BRW1.jpg,2024-12-27
long skirt denim tiara,LEZAHRASIGNATURE,179900,Long Skirt Denim Tiara dari Zahra Signature mempunyai detail karet pinggang dan terdapat tali yang membuat style kalian tambah cantik,Denim,All Size /9118.IN,HItam,Belanja Sekarang,https://www.hijup.com/id/skirt/76532-long-skirt-denim-tiara,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/750357/big_hjp_blk.jpg,2024-12-27
diana edgy skirt,LEZAHRASIGNATURE,239000,Diana Edgy Skirt  dari LEZAHRASIGNATURE. Koleksi Skirt muslim terbaru dengan material yang nyaman dikenakan.,Denim 6.5 Oz,All Size/9098.IN,Biru Snow,Belanja Sekarang,https://www.hijup.com/id/skirt/140942-diana-edgy-skirt,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/766110/big_IMG_2940.JPG,2024-12-27
kulot katun maya,LEZAHRASIGNATURE,239000,Kulot Katun Maya dari LEZAHRASIGNATURE. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,Katun Rayon Twill Premium,,Light Grey,Buy Now,https://www.hijup.com/en/pants/102099-kulot-katun-maya,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/551899/big_HJP_LGRY.jpg,2024-12-27
kulot spandex wilona white,LEZAHRASIGNATURE,299000,Kulot Spandex Wilona dari LEZAHRASIGNATURE. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,- Celana kulot spandex lebar,,White,Buy Now,https://www.hijup.com/en/pants/106714-kulot-spandex-wilona-white,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/663850/big_HJP_WILONA_WHT.jpg,2024-12-27
nanad pant,Bellissima,315000,Nanad Pant dari Bellissima. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,Katun,,Black,Buy Now,https://www.hijup.com/en/pants/87486-nanad-pant,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/485507/big_v1-273-87486-154792-24311-46-216740.JPG,2024-12-27
khanum knit pants maroon,Benang Jarum,575000,Khanum Knit Pants - Maroon dari Benang Jarum. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,"51% Viscose, 29% Polyester, 20% Nylon
",,Maroon,Belanja Sekarang,https://www.hijup.com/id/pants/123070-khanum-knit-pants-maroon,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/674805/big_Khanum_Knit_Pants_-_Maroon.jpg,2024-12-27
kulot katun maya,LEZAHRASIGNATURE,239000,Kulot Katun Maya dari LEZAHRASIGNATURE. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,Katun Rayon Twill Premium,,Light Grey,Belanja Sekarang,https://www.hijup.com/id/pants/102099-kulot-katun-maya,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/551899/big_HJP_LGRY.jpg,2024-12-27
nanad pant,Bellissima,315000,Nanad Pant dari Bellissima. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,Katun,,Black,Belanja Sekarang,https://www.hijup.com/id/pants/87486-nanad-pant,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/485507/big_v1-273-87486-154792-24311-46-216740.JPG,2024-12-27
long skirt denim reyna,LEZAHRASIGNATURE,179900,Long Skirt Denim Kia dari LEZAHRASIGNATURE. Koleksi Skirt muslim terbaru dengan material yang nyaman dikenakan.,Pinggang Karet Belakang,All Size/ 3016.MR,Medium Blue,Belanja Sekarang,https://www.hijup.com/id/skirt/136339-long-skirt-denim-reyna,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/741583/big_WhatsApp_Image_2024-05-08_at_15.30.40.jpeg,2024-12-27
kulot wanda,LEZAHRASIGNATURE,269000,Kulot Wanda Black dari LEZAHRASIGNATURE. Koleksi Pants muslim terbaru dengan material yang nyaman dikenakan.,Spandex,,Brown,Buy Now,https://www.hijup.com/en/pants/108903-kulot-wanda,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/605774/big_HJP_BRW1.jpg,2024-12-27
button skirt rok jeans basic,LEZAHRASIGNATURE,218950,Button Skirt (Rok Jeans Basic) dari LEZAHRASIGNATURE. Koleksi Skirt muslim terbaru dengan material yang nyaman dikenakan.,Denim Non Strech,All Size /9026IN,Dark Blue,Buy Now,https://www.hijup.com/en/skirt/139326-button-skirt-rok-jeans-basic,https://storage.googleapis.com/hijup-production-sg-core/system/product_image/image/758918/big_LS_DNM_2_BUTTON.jpg,2024-12-27
